Word,Polarity,Intensity,SubjectivityType,SubjectivityPolarity
문;지르,NEG,Medium,Argument,POS
문턱;을,POS,Medium,Judgment,POS
문화;의,POS,Medium,Argument,POS
문화;적,POS,Medium,Judgment,POS
문화;진보,POS,Medium,Judgment,POS
문화;판,NEG,Medium,Judgment,NEG
문화재;사랑,POS,Medium,Argument,POS
묻;고,NEG,Medium,Argument,POS
묻히;버리,NEG,Medium,Judgment,NEG
물;로,POS,Medium,Judgment,POS
물속;에,NEG,Medium,Judgment,NEG
물속;에서,NEG,Medium,Judgment,NEG
물;에,NEG,Low,Judgment,NEG
물;한,NEG,High,Argument,POS
물건;은,POS,Medium,Judgment,POS
물건;은장,POS,Medium,Judgment,POS
물건;을,POS,Medium,Judgment,POS
물건;이,POS,Low,Argument,POS
물러;가,POS,Medium,Judgment,POS
물론;안,NEG,Low,Argument,POS
물론;이,NONE,None,Judgment,POS
물살;을,POS,Low,Judgment,POS
물음표;없이,NEG,Medium,Judgment,NEG
물체;가,NEUT,Medium,Argument,POS
뭇;벌레,NEUT,Low,Argument,POS
뭐;가,POS,Low,Argument,POS
뭐;대단하,POS,Medium,Argument,POS
뭐;이,NEG,Low,Speculation,POS
뭐;이야,NEG,Low,Speculation,POS
미;법원,NEG,Medium,Argument,POS
미국;도,POS,Medium,Argument,POS
미국;보다,POS,Medium,Judgment,POS
미국;에서,NEUT,Low,Argument,POS
미국;은,NEG,Medium,Argument,POS
미국인;에,POS,Medium,Judgment,NEUT
미군;성희롱,NEG,High,Judgment,NEG
미끄럼;방지,NEG,Medium,Judgment,NEG
미끼;가,NEG,Medium,Judgment,NEG
미디어;에서,NEG,Medium,Judgment,NEG
미래;는,POS,Medium,Argument,POS
미래;의,POS,Medium,Judgment,POS
미만;의,NEG,Medium,Judgment,NEG
미숙;하,POS,Medium,Judgment,POS
미숙;한,POS,Medium,Judgment,POS
미술상;수상,POS,Medium,Judgment,POS
미술;인,COMP,Medium,Argument,POS
미술;인들,COMP,Medium,Argument,POS
미워할;수,POS,Low,Emotion,POS
미제;놈,NEG,Medium,Argument,POS
미지수;로,NEG,Medium,Speculation,POS
미치;고,POS,Medium,Argument,POS
미친;건배,NEG,Medium,Argument,POS
미치었;다고,NEG,Medium,Argument,POS
미학;이,NEG,Medium,Judgment,NEG
미학;이라는,NEG,Medium,Judgment,NEG
미형;캐릭터,POS,High,Judgment,POS
미화원;이,POS,Medium,Argument,POS
민권;운동,POS,Medium,Judgment,POS
민법;과,NEG,Medium,Argument,POS
민속;품,POS,Medium,Judgment,POS
민족;의,NEUT,Medium,Judgment,NEUT
민주;적,POS,Medium,Judgment,POS
민주주의;시대,NEG,Medium,Judgment,NEG
민주주의;시대정신,NEG,Medium,Judgment,NEG
민중;적,COMP,Medium,Judgment,COMP
민화;의,POS,Medium,Judgment,POS
민화;의선,POS,Medium,Judgment,POS
믿으;시,NEG,Low,Judgment,NEG
믿;을,NEG,Medium,Argument,POS
믿지;않,NEG,High,Argument,POS
믿음;직,POS,Medium,Judgment,POS
믿음;직하,POS,Medium,Judgment,POS
밀가루;반죽,POS,Medium,Judgment,POS
밀고;하,NEG,Medium,Judgment,NEG
밀린;부채,POS,Medium,Judgment,POS
밀어;내,NEG,Medium,Argument,POS
밑;에서,NEG,Medium,Judgment,NEG
바;있,NONE,None,Others,POS
바꾸려;는,POS,Medium,Judgment,POS
바느질;을,NEUT,Low,Argument,POS
바늘;에,NEG,Medium,Judgment,NEG
바닥면적;을,POS,Low,Judgment,POS
바닥;에,POS,Medium,Argument,POS
바랍;니다,POS,Medium,Argument,POS
바람;에,NONE,None,Others,POS
바람;이,POS,Medium,Judgment,POS
바람;이불,POS,Medium,Judgment,POS
바람;직,NEUT,Medium,Judgment,POS
바;로그,POS,Low,Judgment,POS
바로;너희,NEG,Medium,Argument,POS
바로;지금,POS,Medium,Judgment,POS
바보;스럽,COMP,Medium,Judgment,COMP
바짓가랑이;에,NEG,High,Argument,POS
바치;마,POS,Medium,Argument,POS
박수;와,POS,Medium,Judgment,POS
박테리아;와,NEUT,Medium,Argument,POS
밖;에서,NEG,Medium,Argument,POS
밖에;없,NONE,None,Others,POS
밖에;없었,NEG,Medium,Argument,POS
반;만큼,POS,Low,Judgment,POS
반;만큼도,POS,Low,Judgment,POS
반의;반,POS,Low,Judgment,POS
반;사회,NEG,High,Judgment,NEG
반대;를,NEG,High,Judgment,NEG
반대;의사,NEG,Medium,Agreement,NEG
반;대하,NEG,Medium,Agreement,NEUT
반대편;에,NEG,Medium,Judgment,NEG
반드시;비,NEUT,Medium,Argument,POS
반드시;혈액,NEG,Medium,Argument,POS
반;문하,COMP,Medium,Others,POS
반;박하,NEG,Medium,Agreement,NEG
반복;은,NEG,High,Argument,POS
반복;적,NEUT,Medium,Argument,POS
반성;이,NEG,Medium,Judgment,NEG
반어;적,NEUT,Medium,Judgment,NEUT
반;영하,NEG,High,Judgment,NEG
반응;이,POS,Medium,Argument,POS
반짝이는별;빛,POS,Medium,Judgment,POS
반짝;이다,POS,Medium,Judgment,POS
반찬;값,POS,Medium,Judgment,POS
반찬;값등,POS,Medium,Judgment,POS
반;추하,NEUT,Medium,Others,POS
반;항하,NEUT,Medium,Agreement,NEG
받게;되,NEG,Medium,Judgment,NEG
받겠;다고,NEG,Medium,Argument,POS
받고;싶,NEG,Low,Judgment,POS
받는;다면,POS,Low,Argument,POS
받;을,NEG,Medium,Judgment,POS
받지;않,POS,Medium,Intention,NEG
발;벗고,POS,Medium,Intention,POS
발견되;지,POS,Medium,Judgment,POS
발린;꿀,NEG,Low,Judgment,NEG
발생;이,POS,High,Judgment,POS
발생;하,NEG,Low,Judgment,NEG
발;전하,NEG,Medium,Argument,POS
발표;하,POS,Medium,Argument,POS
발현;이,POS,Medium,Judgment,POS
발흥;하,POS,Medium,Judgment,POS
밝아;보이,NEG,Medium,Judgment,NEG
밝지;않,NEG,Medium,Judgment,NEG
밝히;고,COMP,Medium,Argument,POS
밝힌;소감,POS,Medium,Argument,POS
밝히어;지,NEG,Medium,Judgment,NEG
밤길;을,NEG,Medium,Judgment,NEG
밤;에,NEUT,Medium,Argument,POS
밤;을,COMP,Medium,Judgment,COMP
밤;이,POS,High,Emotion,POS
밤낮;간호,POS,Medium,Judgment,POS
밤낮;을,NEG,Medium,Argument,POS
밥;을,NEG,Low,Argument,POS
밥;한술,NEG,None,Judgment,NEG
방법;을,NEG,Medium,Judgment,NEG
방법;이,POS,Medium,Judgment,POS
방;불하,POS,High,Judgment,POS
방불;하게,POS,High,Judgment,POS
방비;속,NEG,Medium,Judgment,NEG
방지;처리,NEG,Medium,Judgment,NEG
방침;이,POS,Medium,Intention,POS
배;가까이,NEG,Low,Judgment,NEG
배;로,NEG,Medium,Judgment,NEG
배;를,POS,High,Judgment,POS
배;보복,NEG,High,Judgment,NEG
배;아프,NEG,Medium,Argument,POS
배정;도,NEG,Low,Judgment,NEG
배;혹은,POS,High,Judgment,POS
배;감독,POS,Low,Argument,POS
배달;나가,POS,Medium,Argument,POS
배반;당하,NEG,Medium,Judgment,NEG
배상;을,NEG,High,Judgment,NEG
배신;과,NEG,Medium,Judgment,NEG
배신;행위,NEG,Medium,Judgment,NEG
배우;들,POS,Medium,Judgment,POS
배울;수,NEG,Medium,Judgment,NEG
배창호;감독,NEG,Low,Argument,POS
배척;하,NEG,Medium,Judgment,NEG
배치;되는,NEG,Medium,Judgment,NEG
배타;적,NEG,Medium,Judgment,POS
백가;지,NEG,Medium,Judgment,NEUT
백;명,NEG,High,Judgment,NEG
백;여,POS,High,Judgment,POS
백만;대,POS,Low,Argument,POS
백만;명,NEUT,Low,Argument,POS
백일하;에,NEG,Medium,Judgment,NEG
백천;번,POS,High,Judgment,POS
백천;번돌,POS,High,Judgment,POS
백화점;등,POS,Medium,Argument,POS
밴드;가,NEG,Medium,Judgment,NEG
밴드;가쉽,NEG,Medium,Judgment,NEG
버리;지,NEG,Medium,Judgment,NEG
버리;고,NEUT,Medium,Argument,POS
버리;시,POS,Medium,Argument,POS
버리었;습니다,COMP,Medium,Argument,POS
버림;받,NEG,Medium,Argument,POS
버튼;하나,POS,Medium,Judgment,POS
버튼;하나로,POS,Medium,Judgment,POS
버틴;여기,NEG,Medium,Argument,POS
버팀목;이,POS,Medium,Argument,POS
버팀목;이고,POS,Medium,Argument,POS
버팅;기,POS,Medium,Argument,POS
번;구설수,NEG,High,Judgment,NEG
번;도,NEG,Medium,Argument,POS
번만;이,NEG,Medium,Argument,POS
번;이상,NEUT,Medium,Argument,POS
번;제대로,NEG,Medium,Argument,POS
번;중고,POS,Medium,Argument,POS
번들번들;하,NEG,Medium,Argument,POS
번들번들;한,NEG,Medium,Argument,POS
번복;하,NEG,High,Argument,POS
번식;하기,POS,Medium,Argument,POS
번짐;발생,NEG,Medium,Judgment,NEG
번호;에,POS,Medium,Judgment,POS
벌어진;듯,POS,Medium,Judgment,POS
범인;으로,NEG,Medium,Judgment,NEG
범죄;를,NEG,High,Judgment,NEG
법;위반,NEG,None,Judgment,NEG
법원;편견,NEG,Medium,Argument,POS
벗;이,POS,Medium,Argument,POS
벗어;나,POS,Medium,Judgment,POS
베로나;지방,POS,Low,Judgment,POS
베로나;지방산,POS,Low,Judgment,POS
벽;을,POS,Low,Argument,POS
벽;이,POS,Medium,Judgment,POS
벽;허물,POS,Medium,Judgment,POS
벽두;가,NEG,Medium,Judgment,NEG
벽화;를,POS,Medium,Judgment,POS
변;신하,POS,Medium,Judgment,POS
변조;가,NEG,Medium,Judgment,NEG
변호;사법,NEG,None,Judgment,NEG
변화;가,NEG,Low,Argument,POS
변화;에,NEG,Medium,Judgment,NEG
별문제;가,NEG,Low,Judgment,NEG
별;과,POS,Medium,Judgment,POS
별도;의,POS,Medium,Argument,POS
별;따기,NEG,Medium,Judgment,NEG
별로;특출,NEG,Medium,Argument,POS
별로특출;나,NEG,Medium,Argument,POS
별반;달라지,POS,Low,Judgment,POS
별반;달라진,POS,Low,Judgment,POS
별빛;이,POS,Medium,Judgment,POS
병;에,NEG,Medium,Judgment,NEG
병;은,POS,Low,Judgment,POS
병중;소일,POS,Low,Argument,POS
병원;에서,NEG,Medium,Argument,POS
병원;에서도,NEG,Medium,Argument,POS
보면;여유,POS,Medium,Argument,POS
보았;는데,NEG,Medium,Argument,POS
보고;싶,NEG,High,Intention,POS
보기;어렵,POS,Medium,Judgment,POS
보기;에,NEUT,Medium,Judgment,POS
보는;구태,NEG,Medium,Judgment,NEG
보는;듯,POS,Medium,Judgment,POS
볼;만,POS,Medium,Judgment,POS
볼;수,NEG,Medium,Emotion,NEG
보라;고,NEG,Medium,Argument,POS
보라;고하,NEG,Medium,Argument,POS
보러;가,POS,Medium,Argument,POS
보면;가장,NEG,Medium,Argument,POS
보면;작,NEG,Medium,Argument,POS
보시;어요,NEG,Medium,Argument,POS
보아;주,NEG,Medium,Argument,POS
보았;다,POS,Low,Argument,POS
보지;않,NEG,Medium,Judgment,NEG
보아;머리,NEG,Low,Argument,POS
보아;라,POS,Medium,Argument,POS
보아;야,POS,Medium,Intention,POS
보자;고,POS,Medium,Argument,POS
보자;는,NONE,None,Judgment,POS
보건;요원,POS,Low,Argument,POS
보다;간편,POS,Medium,Judgment,POS
보다;간편하,POS,Medium,Judgment,POS
보다;그동안,POS,Medium,Argument,POS
보다;높,POS,Medium,Judgment,POS
보다;높은,POS,Medium,Judgment,POS
보다;더,POS,Medium,Judgment,POS
보다도;중요,POS,High,Judgment,POS
보다;뜨겁,POS,Medium,Argument,POS
보다;마음,POS,Medium,Argument,POS
보다;소중하,POS,High,Emotion,POS
보다;싸,POS,Medium,Judgment,POS
보다;오히려,POS,Medium,Judgment,POS
보다;요구,POS,High,Judgment,POS
보다;요구되,POS,High,Judgment,POS
보다;자극,POS,Medium,Judgment,POS
보다;짧,NEG,Medium,Judgment,NEG
보다;조직,POS,Medium,Judgment,POS
보람;도,POS,Medium,Argument,POS
보복;협박,NEG,Medium,Argument,POS
보상;을,NEG,Low,Argument,POS
보습;에,POS,Medium,Judgment,POS
보인;다,NEG,Medium,Argument,POS
보이;면,NEG,Medium,Argument,POS
보이어;주,NEUT,Low,Judgment,NEUT
보이지;않,POS,Medium,Judgment,POS
보장;받,POS,Medium,Judgment,POS
보탬;이,NEG,High,Judgment,NEG
보호;받,POS,Medium,Judgment,POS
복습;하,POS,Medium,Argument,POS
복식;관,NEG,Low,Judgment,NEG
복원;하,POS,Medium,Judgment,POS
본;따리,NEG,High,Argument,POS
본격;적,POS,Medium,Judgment,POS
본격;추진,POS,Medium,Argument,POS
본격;화,POS,Low,Judgment,POS
봉건시대;여성,POS,Medium,Judgment,POS
봉;양하,POS,High,Judgment,POS
봉투;로,NEG,High,Argument,POS
부정;확,NEG,Medium,Judgment,NEG
부가가치;를,POS,Medium,Judgment,POS
부끄럽;지,COMP,Medium,Speculation,POS
부끄럽;진,COMP,Medium,Speculation,POS
부담;이,NEUT,Medium,Judgment,NEUT
부대;행사,POS,Medium,Judgment,POS
부르;어,NEUT,Low,Argument,POS
부르트;고,POS,Medium,Argument,POS
부부;간,NEG,Medium,Argument,POS
부분;을,NEUT,Low,Argument,POS
부분;이,POS,Medium,Argument,POS
부상;도,NEG,High,Judgment,NEG
부상;도수,NEG,High,Judgment,NEG
부수;는,COMP,Medium,Argument,POS
부위;는,POS,Low,Argument,POS
부쩍;늘,POS,Medium,Judgment,POS
부채;를,POS,Medium,Judgment,POS
부;추기,NEG,Medium,Intention,POS
부추;기는,COMP,Medium,Argument,POS
부탁;하,POS,Medium,Argument,POS
부터가;더욱,COMP,Medium,Judgment,POS
부턴;진정,POS,Medium,Argument,POS
부터;나,NEG,Medium,Argument,POS
부터;살피,POS,Medium,Judgment,POS
부터;안,POS,Medium,Judgment,POS
부터;여성,POS,Medium,Argument,POS
부터의;꿈,POS,Medium,Argument,POS
부터;줄곧,NEG,Medium,Argument,POS
북;이,NEG,Medium,Argument,POS
북인;식,POS,Low,Judgment,POS
북인;식이,POS,Low,Judgment,POS
북한;도,POS,Medium,Argument,POS
북한;에,NEUT,Low,Argument,POS
북한;을,POS,Medium,Argument,POS
북한;의,NEG,Medium,Judgment,NEG
분;의,POS,Medium,Judgment,POS
분;이,POS,Medium,Judgment,POS
분단;극복,POS,Low,Argument,POS
분류;를,NEG,High,Agreement,NEG
분석;하,NEUT,Medium,Judgment,POS
분위기;를,POS,Medium,Judgment,POS
분자;들,NEG,Medium,Judgment,NEG
불빛;없이,NEG,Medium,Judgment,NEG
불명예;를,NEG,Medium,Judgment,NEG
불;결하,NEG,Medium,Judgment,NEG
불결;한,NEG,Medium,Judgment,NEG
불구;하,NONE,None,Others,POS
불길;함,NEG,Medium,Judgment,NEG
불러;들이,POS,Medium,Judgment,POS
불러;오,POS,Medium,Judgment,POS
불러;올,POS,Medium,Judgment,POS
불륜;은,NEG,Medium,Judgment,NEG
불린;일,NEG,High,Argument,POS
불만;의,NEG,High,Emotion,NEG
불만;증가,NEG,High,Emotion,NEG
불매운동;을,NEG,Medium,Judgment,NEG
불법;도,NEG,High,Judgment,NEG
불법;을,POS,Medium,Judgment,POS
불;사하,NEG,High,Judgment,NEG
불순;분자,NEG,Medium,Judgment,NEG
불신;을,NEG,Medium,Judgment,NEG
불안하;아,NEG,Medium,Emotion,NEG
불안감;때문,NEG,Medium,Judgment,NEG
불우;한,POS,Medium,Argument,POS
불의;가,NEG,Medium,Judgment,NEG
불퇴전;의,POS,Medium,Judgment,POS
불행;감,POS,Low,Emotion,POS
불황;타개,POS,Medium,Judgment,POS
붉은;손바닥,NEUT,Medium,Judgment,NEUT
붐;이,POS,Medium,Judgment,POS
붓;을,NEG,Low,Argument,POS
붓질;은,NEG,Medium,Judgment,NEG
붙어;있,NEG,Medium,Judgment,NEG
블레어;위치,POS,Medium,Judgment,POS
비;하,NEG,High,Judgment,NEG
비;과학,NEG,Medium,Judgment,NEG
비;반복,NEUT,Medium,Argument,POS
비;타협,POS,Medium,Judgment,POS
비타;협성,POS,Medium,Judgment,POS
비;가,NEG,Medium,Emotion,NEG
비;가로,NEG,Medium,Emotion,NEG
비겁;하,NEG,High,Judgment,NEG
비관;하,NEG,High,Emotion,NEG
비교;적,POS,Low,Judgment,POS
비극;성,NEG,Medium,Judgment,NEG
비극;의,NEG,Medium,Judgment,NEG
비극;적,NEUT,Medium,Emotion,NEG
비디오;가,POS,Low,Judgment,POS
비디오;는,NEG,Medium,Argument,POS
비디오;등,NEG,Medium,Argument,POS
비디오;시장,NEG,Medium,Argument,POS
비리;이,NEG,High,Judgment,NEG
비밀;병기,POS,Medium,Judgment,POS
비밀;작법,POS,Medium,Argument,POS
비상;이,NEG,Medium,Judgment,NEG
비;상하,NEUT,High,Judgment,NEUT
비서진;에,NEG,High,Judgment,NEG
비;싼값,NEG,Medium,Argument,POS
비아;냥,NEG,Medium,Emotion,NEG
비용;이,NEG,Medium,Judgment,NEG
비용;이두,NEG,Medium,Judgment,NEG
비;유하,NEUT,Medium,Argument,POS
비;전,NEG,High,Judgment,NEG
비;좁,NEG,Medium,Judgment,NEG
비참;한,NEG,Medium,Judgment,NEUT
비추어;주,POS,Medium,Judgment,POS
비키;라우,NEG,Medium,Argument,POS
비판;도,POS,Low,Argument,POS
비판;의,NEG,Medium,Judgment,NEG
비판;이,NEG,High,Judgment,NEG
비판;이적,NEG,High,Judgment,NEG
비;판하,NEG,High,Judgment,NEG
비행;기안,NEUT,Low,Argument,POS
빗;대,COMP,Low,Argument,POS
빚었;고,POS,Medium,Argument,POS
빛;없이,NEG,Medium,Judgment,NEG
빛;이,POS,Medium,Argument,POS
빛깔;이,POS,Medium,Judgment,POS
빛;살이,NEUT,Low,Argument,POS
빠른;물살,POS,Low,Judgment,POS
빠른;실현,POS,Medium,Judgment,POS
빠지;면,NEG,Medium,Argument,POS
빠지어;숨지,NEG,Low,Judgment,NEG
빠지어;있,NEG,Medium,Judgment,NEG
빨;고,NEG,Medium,Argument,POS
빨리;바꾸,NEG,Medium,Judgment,NEG
빨리;바꾸고,NEG,Medium,Judgment,NEG
빼는;데,POS,Medium,Judgment,POS
빼;어,POS,High,Judgment,POS
빼놓;을,POS,Medium,Judgment,POS
빼놓;지,POS,Medium,Judgment,POS
빼앗길;지,NEG,Medium,Judgment,NEG
뻔;뻔하,NEG,Medium,Judgment,NEG
뻔;뻔할,NEG,Medium,Judgment,NEG
뿐;아니,NONE,None,Others,POS
뿐;인가,NONE,None,Others,POS
뿐;만,NONE,None,Judgment,POS
뿐;만이,NONE,None,Others,POS
뿐;이고,NEG,Medium,Argument,POS
뿐;이다,NEG,Medium,Argument,POS
사적;이,NEG,Medium,Judgment,NEG
사느;라,NEG,Medium,Argument,POS
사고;가,NEG,Medium,Judgment,NEG
사고;위험,NEG,Medium,Judgment,NEUT
사고;잦,NEG,Medium,Judgment,NEG
사고;잦아,NEG,Medium,Judgment,NEG
사귀;고,NEG,High,Emotion,NEG
사극;이,NEG,Low,Argument,POS
사기;행각,NEG,Medium,Judgment,NEG
사람과;마음,POS,Medium,Judgment,POS
사람;도,POS,Low,Argument,POS
사람;들,COMP,Medium,Argument,POS
사람;은,NEG,Medium,Judgment,NEUT
사람;을,POS,Low,Judgment,POS
사람;의,POS,Medium,Judgment,POS
사람;이,NEG,Medium,Argument,POS
사람;혼,NEG,Medium,Judgment,NEG
사랑;과,POS,Medium,Judgment,POS
사랑;은,POS,Medium,Argument,POS
사랑;을,NEG,Medium,Emotion,NEG
사랑;이,NEUT,Medium,Argument,POS
사랑;이야,NEUT,Medium,Argument,POS
사랑;하,POS,Medium,Emotion,POS
사망률;을,POS,Low,Argument,POS
사물;이,POS,Medium,Judgment,POS
사상;의,POS,Medium,Judgment,POS
사상;처음,NONE,None,Others,POS
사상;최대,POS,Medium,Judgment,POS
사색;영글,POS,Medium,Judgment,POS
사색;을,POS,High,Judgment,POS
사슬;도,POS,Medium,Argument,POS
사슬;을,POS,Medium,Judgment,POS
사실;상,NONE,None,Others,POS
사실;이,POS,Medium,Argument,POS
사용;도,NEG,Medium,Judgment,NEG
사원;에,NEG,Medium,Judgment,NEG
사이;에,NEG,Medium,Argument,POS
사이버공간;에서,POS,Low,Judgment,POS
사정;이,POS,Medium,Argument,POS
사진촬영;하,POS,Medium,Judgment,POS
사항;이,POS,Medium,Argument,POS
사회;문제,NEG,Medium,Judgment,NEG
사회;에서,NEG,Medium,Argument,POS
사회;의,NEG,High,Judgment,POS
사회;적,NEUT,Medium,Judgment,NEUT
삭막;한,POS,Medium,Judgment,POS
삭;제하,NEG,Medium,Judgment,NEG
산;에,NEG,Medium,Argument,POS
산;에가,NEG,Medium,Argument,POS
산;포도주,POS,Low,Judgment,POS
산포도;주한,POS,Low,Judgment,POS
산;뜻한,POS,Medium,Judgment,POS
산;매,POS,Medium,Judgment,POS
살;과,NEG,Medium,Judgment,NEG
살;을,POS,Medium,Judgment,POS
살;고,NEUT,Low,Argument,POS
살;아,POS,Medium,Judgment,POS
살;아야,NEG,Medium,Argument,POS
살;았,NEG,Low,Judgment,NEG
살;지,NEG,Medium,Argument,POS
살길;을,POS,Medium,Argument,POS
살릴;수,POS,Medium,Argument,POS
살리어;내,POS,Medium,Judgment,POS
살아온;삶,POS,Medium,Judgment,POS
살인죄;씌우,NEG,Medium,Argument,POS
살인;질주,NEG,High,Judgment,NEG
삶;을,POS,Medium,Judgment,POS
삶;의,POS,Medium,Judgment,POS
삶;이,POS,Medium,Judgment,POS
삼박자;가,POS,High,Judgment,POS
상;을,POS,Medium,Judgment,POS
상수;상,POS,Medium,Judgment,POS
상;처음,POS,Medium,Judgment,POS
상담;이,POS,Medium,Argument,POS
상대;가,NEG,Medium,Judgment,NEG
상대;적,NEG,Low,Emotion,NEUT
상상;도,NEUT,Low,Speculation,NEG
상상;의,NEUT,Medium,Judgment,POS
상상력;을,POS,Medium,Judgment,POS
상수;이,POS,High,Judgment,POS
상식;적,POS,Medium,Judgment,POS
상실;하,NEUT,Medium,Judgment,NEUT
상실;하는,POS,Medium,Judgment,POS
상실;감,NEG,Medium,Emotion,NEG
상의;도,POS,Low,Argument,POS
상징;하,POS,Medium,Intention,POS
상태;에,NEG,High,Judgment,NEG
상태;이,NEG,Medium,Argument,POS
상태;이다,NEG,Medium,Argument,POS
상품;미학,NEG,Medium,Judgment,NEG
새삶;을,POS,High,Judgment,POS
새;생명,POS,Medium,Judgment,POS
새;조류,POS,Medium,Judgment,POS
새;청와대,POS,Medium,Judgment,POS
새;가,POS,Medium,Judgment,POS
새;없이,NEUT,Medium,Judgment,NEUT
새도;록,POS,High,Emotion,POS
새;어,NEG,Medium,Judgment,NEG
새끼;젖,NEG,Medium,Judgment,NEG
새끼;젖도,NEG,Medium,Judgment,NEG
새롭;게,POS,Medium,Judgment,POS
새롭;은,POS,Medium,Judgment,POS
새;바람,POS,Medium,Judgment,POS
새색시;처럼,POS,Medium,Judgment,POS
색;번지,NEG,Medium,Judgment,NEG
색;을,POS,Medium,Judgment,POS
색깔;로,POS,Medium,Judgment,POS
생크림;거품,POS,Medium,Judgment,POS
생;들,NEG,Medium,Argument,POS
생각;도,NEG,Low,Judgment,NEG
생각;에서,POS,Medium,Speculation,POS
생각;으로,NEUT,Low,Argument,POS
생각;은,NEG,Medium,Argument,POS
생각;을,POS,Medium,Argument,POS
생각;이,POS,Medium,Argument,POS
생각;이었,NEG,Low,Argument,POS
생;각하,NEUT,Medium,Argument,POS
생기;고,NEG,Medium,Argument,POS
생긴;다,POS,Medium,Argument,POS
생깁니;다,POS,Medium,Argument,POS
생기었;다,NEG,Low,Argument,POS
생동;속,POS,Medium,Judgment,POS
생동감;있,POS,Medium,Judgment,POS
생동감;있게,POS,Medium,Judgment,POS
생명;에,POS,Medium,Judgment,POS
생명;을,POS,High,Judgment,POS
생물;해적,NEG,Medium,Argument,POS
생산;유적,POS,Medium,Judgment,POS
생선;을,NEUT,Medium,Argument,POS
생필품;을,POS,Low,Judgment,POS
생활;비디오,NEG,Medium,Argument,POS
생활;에,NEG,Low,Argument,POS
생활;의,POS,Medium,Judgment,POS
생활;질,POS,Medium,Judgment,POS
생활고;도,NEG,High,Judgment,NEG
서로;자랑,POS,Medium,Argument,POS
서로;자랑스럽,POS,Medium,Argument,POS
서로;를,NEUT,Medium,Judgment,POS
서른;에,COMP,Medium,Speculation,POS
서명;에,POS,Medium,Agreement,POS
서방;세계,NEG,Medium,Argument,POS
서슴지;않,NEG,Medium,Judgment,NEG
서슴없이;지갑,POS,High,Judgment,POS
서예;의,POS,Medium,Judgment,POS
서울;에,NEUT,Low,Argument,POS
서울;지하철,NEG,High,Judgment,NEG
서쪽;에서,NEUT,Low,Argument,POS
석;을,NEG,Medium,Judgment,NEG
석가모니;는,NEUT,Medium,Argument,POS
